NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Ojinaga,PÚENTE INTERNACIONAL,2022,ENERO,47850,101,11,89,0,765,103,204,653,23,0,51,0,0,49850,1442,0,7418
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,ENERO,5912,29116,29,106,0,14,4,0,1,1,0,0,0,7087,42270,4,0,26490
Piedras Negras,PÚENTE INTERNACIONAL,2022,ENERO,96190,75,0,0,0,240,2,5,0,0,0,0,0,0,96512,422,0,29815
Acuña,PÚENTE INTERNACIONAL,2022,ENERO,118082,245,1,0,0,1594,797,164,3497,29,30,0,1,0,124440,1155,1,7212
Laredo,PÚENTE INTERNACIONAL,2022,ENERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170761
   Línea Express,PÚENTE INTERNACIONAL,2022,ENERO,91707,0,0,0,0,0,0,0,0,0,0,0,0,0,91707,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,ENERO,223339,866,50,2546,0,376,22,71,3,0,1,0,1,0,227275,2792,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,ENERO,490,0,27,1,0,591,680,28,9580,1657,15,0,125,0,13194,16,315,0
Chapalilla - Compostela ,CAMINO,2022,FEBRERO,120920,2200,6397,1298,0,5983,5134,546,6311,2502,43,3,952,0,152289,819,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,FEBRERO,112385,649,3372,5007,0,11851,8609,2950,50261,9654,1647,140,22846,0,229371,2073,0,0
Culiacán,PUENTE NACIONAL,2022,FEBRERO,224597,2480,6051,554,26,7294,3734,521,7841,1336,4,1,631,0,255070,2110,0,0
Sinaloa,PUENTE NACIONAL,2022,FEBRERO,226711,1645,12267,3794,19,13539,12195,3339,62924,7074,948,58,20834,0,365347,3587,17,0
Pánuco,PUENTE NACIONAL,2022,FEBRERO,118140,5665,7468,69,54,4587,6473,234,2769,1758,24,27,2021,0,149289,957,107,0
Alvarado,PUENTE NACIONAL,2022,FEBRERO,101660,7989,5710,370,7,4481,5184,356,2656,1372,17,1,529,0,130332,719,0,0
Papaloapan,PUENTE NACIONAL,2022,FEBRERO,42356,8498,2371,79,21,3772,4381,118,2944,533,10,1,586,0,65670,6384,328,0
Caracol,PUENTE NACIONAL,2022,FEBRERO,129763,18483,8396,178,0,6926,4609,322,5417,848,75,39,10054,0,185110,2264,810,0
Nautla,PUENTE NACIONAL,2022,FEBRERO,76095,2832,3415,1160,11,5402,5802,575,10893,2702,139,49,5589,0,114664,1049,12,0
Grijalva,PUENTE NACIONAL,2022,FEBRERO,326398,13747,9610,1208,33,13284,8242,1221,18120,7412,447,52,11484,0,411258,2537,0,0
Usumacinta,PUENTE NACIONAL,2022,FEBRERO,76269,8721,3011,836,5,4454,4973,591,12020,2576,452,56,9439,0,123403,1068,0,0
Cadereyta,PUENTE NACIONAL,2022,FEBRERO,109069,1860,208,13,0,7247,4544,1785,11256,4393,420,410,5412,0,146617,772,24,0
La Piedad,PUENTE NACIONAL,2022,FEBRERO,56970,1304,3050,1019,0,5865,5769,500,6875,1089,35,14,210,0,82700,468,0,0
Tecolutla,PUENTE NACIONAL,2022,FEBRERO,81476,10270,3556,1093,8,4941,4403,350,9017,2061,50,9,3721,0,120955,601,0,0
San Juan,PUENTE NACIONAL,2022,FEBRERO,49437,68,396,106,0,2849,1403,226,5023,902,27,48,6928,0,67413,1049,930,0
Tampico,PUENTE NACIONAL,2022,FEBRERO,200419,1785,5842,1619,0,5962,2501,208,1107,255,3,5,649,0,220355,909,0,0
Tlacotalpan,PUENTE NACIONAL,2022,FEBRERO,37653,4754,1044,28,0,997,750,36,509,66,0,1,28,0,45866,579,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,FEBRERO,171604,3874,5120,2455,14,18598,22681,3281,73191,12781,1152,429,38448,0,353628,1605,54,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,FEBRERO,11081,993,83,0,0,393,39,3,34,12,0,0,1,0,12639,17,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,FEBRERO,1884,28,10,4,0,114,112,8,101,34,4,2,60,0,2361,9,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,FEBRERO,88689,110,0,0,0,50,0,2,0,0,0,0,1,0,88852,100,1,87823
Camargo,PÚENTE INTERNACIONAL,2022,FEBRERO,25613,23,111,4,0,86,135,3,1641,9,10,5,1844,0,29484,223,0,2801
Miguel Alemán,PÚENTE INTERNACIONAL,2022,FEBRERO,46501,10,7,16,2,97,95,31,2087,8,0,1,0,0,48855,243,0,16110
Reynosa,PÚENTE INTERNACIONAL,2022,FEBRERO,109948,153,595,879,0,67,16,6,0,0,0,0,0,0,111664,305,0,121376
   Línea Express,PÚENTE INTERNACIONAL,2022,FEBRERO,59560,0,0,0,0,0,0,0,0,0,0,0,0,0,59560,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,FEBRERO,39692,8,0,1,0,68,540,30,1176,554,25,6,1499,0,43599,89,41,98597
Ojinaga,PÚENTE INTERNACIONAL,2022,FEBRERO,42167,50,8,72,2,652,113,168,577,50,11,22,29,0,43921,787,0,4877
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,FEBRERO,5313,27833,22,122,0,8,0,0,0,0,0,0,0,5678,38976,4,0,24754
Piedras Negras,PÚENTE INTERNACIONAL,2022,FEBRERO,91348,90,0,0,0,204,1,1,0,0,0,0,0,0,91644,198,0,26051
Acuña,PÚENTE INTERNACIONAL,2022,FEBRERO,111703,317,0,0,0,1527,780,149,3626,34,26,0,0,0,118162,758,0,6208
Laredo,PÚENTE INTERNACIONAL,2022,FEBRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168128
   Línea Express,PÚENTE INTERNACIONAL,2022,FEBRERO,89211,0,0,0,0,0,0,0,0,0,0,0,0,0,89211,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,FEBRERO,205631,915,28,1792,0,271,6,50,1,0,1,0,0,0,208695,1232,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,FEBRERO,824,0,42,0,0,749,750,46,10046,1545,13,2,102,0,14119,11,169,0
Chapalilla - Compostela ,CAMINO,2022,MARZO,151957,2294,8120,1805,1,7350,5839,603,7396,2948,46,1,1018,0,189378,940,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,MARZO,129911,732,4171,5849,1,14064,9961,3744,58321,11873,2175,179,25812,0,266793,2438,0,0
Culiacán,PUENTE NACIONAL,2022,MARZO,249487,2761,6651,620,29,8625,4375,587,9118,1786,1,3,604,0,284647,2699,0,0
Sinaloa,PUENTE NACIONAL,2022,MARZO,258767,1944,12471,4272,38,16208,15101,3653,71879,7838,984,83,22927,0,416165,4166,2,0
Pánuco,PUENTE NACIONAL,2022,MARZO,133399,6761,8478,106,26,5329,4825,381,3412,1821,15,27,2264,0,166844,1200,107,0
Alvarado,PUENTE NACIONAL,2022,MARZO,118335,9532,6642,427,13,5151,6606,282,3043,1556,34,2,442,0,152065,838,0,0
Papaloapan,PUENTE NACIONAL,2022,MARZO,50892,10131,3036,116,44,5341,5310,186,3739,668,6,5,706,0,80180,6698,265,0
Caracol,PUENTE NACIONAL,2022,MARZO,146162,21673,9793,220,0,8131,5433,392,6159,1108,81,55,10373,0,209580,2195,442,0
Nautla,PUENTE NACIONAL,2022,MARZO,65446,3758,3919,931,5,4889,4327,503,8775,1700,65,13,3153,0,97484,1032,0,0
Grijalva,PUENTE NACIONAL,2022,MARZO,376667,16466,11677,1263,36,15844,9585,1414,21348,8695,501,65,12960,0,476521,3089,20,0
Usumacinta,PUENTE NACIONAL,2022,MARZO,88373,10100,3664,771,7,5407,6074,657,14333,3131,492,43,10012,0,143064,1395,18,0
Cadereyta,PUENTE NACIONAL,2022,MARZO,126666,2440,249,57,1,8435,5645,1146,11829,4155,357,301,6044,0,167325,882,35,0
La Piedad,PUENTE NACIONAL,2022,MARZO,64546,1573,3359,1180,0,6994,6735,576,8374,1271,32,14,232,0,94886,533,0,0
Tecolutla,PUENTE NACIONAL,2022,MARZO,91266,12908,4275,1013,9,5509,5164,369,8469,1775,38,2,2767,0,133564,581,0,0
San Juan,PUENTE NACIONAL,2022,MARZO,56007,140,690,217,0,3436,1888,329,5417,859,53,80,8337,0,77453,1374,944,0
Tampico,PUENTE NACIONAL,2022,MARZO,239402,2166,7003,1789,0,7182,3021,242,1191,261,4,6,710,0,262977,1191,2,0
Tlacotalpan,PUENTE NACIONAL,2022,MARZO,37768,4754,1093,27,0,1192,1087,46,619,83,0,0,19,0,46688,528,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,MARZO,195852,4837,5685,2913,18,21934,26106,4306,84405,14728,1386,602,41822,0,404594,1786,44,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,MARZO,13762,1282,94,0,0,442,106,2,21,13,0,0,5,0,15727,18,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,MARZO,2238,35,20,9,0,142,109,9,139,39,3,11,43,0,2797,21,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,MARZO,98765,203,0,0,0,95,2,2,0,0,0,0,1,0,99068,155,1,106676
Camargo,PÚENTE INTERNACIONAL,2022,MARZO,29344,49,210,78,0,89,123,4,1679,11,10,5,2171,0,33773,342,0,3183
Miguel Alemán,PÚENTE INTERNACIONAL,2022,MARZO,50629,28,4,30,5,128,106,44,2515,22,0,0,0,0,53511,314,0,19091
Reynosa,PÚENTE INTERNACIONAL,2022,MARZO,128933,202,583,901,1,75,13,8,0,0,0,0,3,0,130719,352,0,146607
   Línea Express,PÚENTE INTERNACIONAL,2022,MARZO,66134,0,0,0,0,0,0,0,0,0,0,0,0,0,66134,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,MARZO,45241,25,0,0,0,86,334,22,1317,473,35,1,2384,0,49918,119,241,129161
Ojinaga,PÚENTE INTERNACIONAL,2022,MARZO,51268,53,19,71,3,761,155,182,487,38,25,1,51,0,53114,1146,0,5782
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,MARZO,5933,31366,44,128,0,16,0,0,0,0,0,0,0,7759,45246,1,0,26350
Piedras Negras,PÚENTE INTERNACIONAL,2022,MARZO,109237,159,1,0,0,215,1,1,0,0,0,0,0,0,109614,278,0,35067
Acuña,PÚENTE INTERNACIONAL,2022,MARZO,130189,525,407,1,0,1881,906,177,4457,41,32,0,0,0,138616,1000,0,7048
Laredo,PÚENTE INTERNACIONAL,2022,MARZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191378
   Línea Express,PÚENTE INTERNACIONAL,2022,MARZO,94965,0,0,0,0,0,0,0,0,0,0,0,0,0,94965,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,MARZO,231430,1326,40,2458,0,330,18,73,5,0,3,0,0,0,235683,1477,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,MARZO,1022,0,73,0,0,933,910,75,12015,1929,10,1,59,0,17027,21,195,0
Chapalilla - Compostela ,CAMINO,2022,ABRIL,198335,2329,10051,2709,2,6792,5343,564,7236,2806,64,1,1047,0,237279,1013,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,ABRIL,153296,1817,4830,6652,0,12907,9678,3439,54544,10625,1863,173,23931,0,283755,2390,0,0
Culiacán,PUENTE NACIONAL,2022,ABRIL,255904,3152,6701,685,31,7840,4518,464,8422,1586,3,0,576,0,289882,2712,0,0
Sinaloa,PUENTE NACIONAL,2022,ABRIL,281268,2835,12412,4853,18,14887,13220,2549,64327,6284,949,75,21238,0,424915,5958,7,0
Pánuco,PUENTE NACIONAL,2022,ABRIL,141846,6969,8454,187,14,5111,3647,296,2856,1762,38,17,2168,0,173365,1047,96,0
Alvarado,PUENTE NACIONAL,2022,ABRIL,139578,9633,7116,529,6,4990,6332,254,2804,1296,7,6,532,0,173083,832,0,0
Papaloapan,PUENTE NACIONAL,2022,ABRIL,47190,9712,2724,111,28,5052,4974,146,2998,423,4,1,595,0,73958,4056,174,0
Caracol,PUENTE NACIONAL,2022,ABRIL,148570,21171,10052,312,0,7727,5675,392,6044,1255,67,94,10977,0,212336,1997,805,0
Nautla,PUENTE NACIONAL,2022,ABRIL,79923,4546,4105,897,3,4638,4050,423,7367,1424,48,22,2530,0,109976,970,1,0
Grijalva,PUENTE NACIONAL,2022,ABRIL,391349,16046,12136,1668,36,14837,8467,1322,18941,7502,434,46,12810,0,485594,3073,47,0
Usumacinta,PUENTE NACIONAL,2022,ABRIL,101858,10625,4564,1136,10,5262,6449,632,13087,2831,423,48,9507,0,156432,1305,47,0
Cadereyta,PUENTE NACIONAL,2022,ABRIL,123594,2603,198,48,0,7658,5184,1143,10601,3809,248,309,5237,0,160632,785,44,0
La Piedad,PUENTE NACIONAL,2022,ABRIL,63244,1488,3421,1250,1,6903,7324,550,9197,1526,34,11,252,0,95201,561,2,0
Tecolutla,PUENTE NACIONAL,2022,ABRIL,112189,12916,4743,1025,17,4870,4399,333,7313,1513,31,13,2281,0,151643,615,0,0
San Juan,PUENTE NACIONAL,2022,ABRIL,56584,146,616,270,0,3066,1696,284,5736,1018,81,50,7670,0,77217,1388,994,0
Tampico,PUENTE NACIONAL,2022,ABRIL,284105,2502,7839,2291,0,6826,3069,235,1182,288,18,4,754,0,309113,1370,5,0
Tlacotalpan,PUENTE NACIONAL,2022,ABRIL,43470,4480,1136,23,0,1089,1159,29,558,71,0,0,25,0,52040,414,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,ABRIL,223796,4917,7162,3612,26,20242,24316,4085,79418,13869,1304,459,41264,0,424470,1867,43,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,ABRIL,14994,1362,97,0,0,456,124,7,26,58,2,0,2,0,17128,13,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,ABRIL,2019,59,29,6,0,115,85,7,83,36,1,0,48,0,2488,19,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,ABRIL,100459,232,0,0,0,88,2,3,0,0,0,0,0,0,100784,178,0,109157
Camargo,PÚENTE INTERNACIONAL,2022,ABRIL,29485,31,97,69,0,94,127,3,2400,20,14,4,2129,0,34473,389,0,3184
Miguel Alemán,PÚENTE INTERNACIONAL,2022,ABRIL,52247,25,5,34,2,98,101,31,2840,12,0,0,0,0,55395,324,0,19023
Reynosa,PÚENTE INTERNACIONAL,2022,ABRIL,126398,276,311,700,0,77,9,7,0,0,0,0,2,0,127780,387,2,142911
   Línea Express,PÚENTE INTERNACIONAL,2022,ABRIL,66870,0,0,0,0,0,0,0,0,0,0,0,0,0,66870,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,ABRIL,43940,34,0,0,0,66,203,16,1747,451,23,0,1935,0,48415,115,232,102912
Ojinaga,PÚENTE INTERNACIONAL,2022,ABRIL,50389,64,14,74,3,714,124,198,508,6,21,18,34,0,52167,1111,0,6003
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,ABRIL,6340,29376,31,114,0,10,0,0,0,0,0,0,0,7282,43153,1,0,26232
Piedras Negras,PÚENTE INTERNACIONAL,2022,ABRIL,106232,169,1,0,0,198,0,4,0,0,0,0,0,0,106604,240,0,35069
Acuña,PÚENTE INTERNACIONAL,2022,ABRIL,123060,441,0,0,0,1550,798,176,3889,28,37,1,0,0,129980,874,0,7143
Laredo,PÚENTE INTERNACIONAL,2022,ABRIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196318
   Línea Express,PÚENTE INTERNACIONAL,2022,ABRIL,105556,0,0,0,0,0,0,0,0,0,0,0,0,0,105556,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,ABRIL,231100,1418,27,2454,1,281,10,47,15,0,1,0,2,0,235356,1244,1,0
Suchiate II,PÚENTE INTERNACIONAL,2022,ABRIL,939,0,73,0,0,823,779,77,9849,1438,14,1,49,0,14042,28,230,0
Chapalilla - Compostela ,CAMINO,2022,MAYO,165950,2093,11333,3861,0,6794,5756,635,7412,2954,58,1,821,0,207668,893,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,MAYO,139201,610,4645,6446,0,13924,10877,3434,57988,11770,1766,156,24699,0,275516,2518,0,0
Culiacán,PUENTE NACIONAL,2022,MAYO,252234,3126,6753,683,24,8256,4139,469,7765,1605,4,3,730,0,285791,2513,0,0
Sinaloa,PUENTE NACIONAL,2022,MAYO,258470,1939,12691,4756,34,15787,13491,3206,64558,6900,1060,86,18712,0,401690,3924,12,0
Pánuco,PUENTE NACIONAL,2022,MAYO,137485,7287,8547,166,28,5355,3400,361,3130,1765,44,20,1892,0,169480,1088,91,0
Alvarado,PUENTE NACIONAL,2022,MAYO,125350,11056,7328,503,5,5609,6984,296,3034,1425,23,2,626,0,162241,869,0,0
Papaloapan,PUENTE NACIONAL,2022,MAYO,52645,11047,3348,100,7,5461,5385,147,2813,487,12,7,896,0,82355,1612,95,0
Caracol,PUENTE NACIONAL,2022,MAYO,141982,22577,10160,221,0,7591,6461,425,5828,1118,79,110,11294,0,207846,1700,1301,0
Nautla,PUENTE NACIONAL,2022,MAYO,72856,4668,3955,874,5,4706,4406,483,7960,1637,49,11,2650,0,104260,1021,2,0
Grijalva,PUENTE NACIONAL,2022,MAYO,395271,17137,12094,1575,33,15861,9159,1592,21821,9200,479,74,14303,0,498599,3291,59,0
Usumacinta,PUENTE NACIONAL,2022,MAYO,93962,11205,3962,955,2,5601,7886,781,15024,3396,409,55,10528,0,153766,1537,54,0
Cadereyta,PUENTE NACIONAL,2022,MAYO,126550,3100,242,47,1,7883,5581,926,10913,3398,187,316,5657,0,164801,638,24,0
La Piedad,PUENTE NACIONAL,2022,MAYO,69284,1646,3658,1326,0,7933,8535,749,13303,1992,106,8,387,0,108927,529,0,0
Tecolutla,PUENTE NACIONAL,2022,MAYO,94918,13881,4842,1090,3,4720,5079,405,7751,1786,42,8,2338,0,136863,649,0,0
San Juan,PUENTE NACIONAL,2022,MAYO,58906,181,691,141,0,3306,1734,283,5654,965,43,100,9443,0,81447,1265,1235,0
Tampico,PUENTE NACIONAL,2022,MAYO,269261,2817,7447,2063,1,6961,3330,238,1299,294,10,7,911,0,294639,1151,9,0
Tlacotalpan,PUENTE NACIONAL,2022,MAYO,38685,4937,1176,26,0,1282,869,40,527,52,2,1,34,0,47631,388,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,MAYO,201551,4910,6382,3018,15,21717,25568,4281,84754,15350,1305,519,44133,0,413503,1852,69,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,MAYO,17161,1465,106,0,0,646,128,7,35,53,0,0,3,0,19604,18,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,MAYO,2115,59,37,12,0,117,97,9,94,75,1,1,80,0,2697,12,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,MAYO,100416,274,0,0,0,73,1,1,1,0,0,0,0,0,100766,155,0,107952
Camargo,PÚENTE INTERNACIONAL,2022,MAYO,31240,29,93,11,0,78,145,5,1819,18,14,1,2386,0,35839,341,0,2970
Miguel Alemán,PÚENTE INTERNACIONAL,2022,MAYO,53275,15,3,20,1,117,90,57,2598,12,0,0,0,0,56188,285,0,17471
Reynosa,PÚENTE INTERNACIONAL,2022,MAYO,122812,336,322,693,1,83,7,5,0,0,0,0,0,0,124259,334,0,138585
   Línea Express,PÚENTE INTERNACIONAL,2022,MAYO,70992,0,0,0,0,0,0,0,0,0,0,0,0,0,70992,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,MAYO,44945,45,0,0,0,64,136,34,1276,458,44,9,1662,0,48673,123,129,93467
Ojinaga,PÚENTE INTERNACIONAL,2022,MAYO,52495,31,10,74,3,814,155,173,522,10,55,59,2,0,54403,961,0,5946
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,MAYO,5677,31643,34,137,0,17,1,0,0,0,0,0,0,7382,44891,2,0,28602
Piedras Negras,PÚENTE INTERNACIONAL,2022,MAYO,101936,152,1,0,0,185,0,0,0,0,0,0,0,0,102274,199,0,35049
Acuña,PÚENTE INTERNACIONAL,2022,MAYO,126833,418,1,1,0,1718,862,173,4026,44,38,0,0,0,134114,958,0,7924
Laredo,PÚENTE INTERNACIONAL,2022,MAYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194038
   Línea Express,PÚENTE INTERNACIONAL,2022,MAYO,105601,0,0,0,0,0,0,0,0,0,0,0,0,0,105601,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,MAYO,243442,1405,21,2337,0,297,8,48,2,0,0,0,0,0,247560,1432,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,MAYO,896,0,78,0,0,810,863,68,10935,1664,23,0,68,0,15405,25,269,0
Chapalilla - Compostela ,CAMINO,2022,JUNIO,151732,6820,10677,4808,1323,5916,3638,601,7334,3337,64,4,882,0,197136,940,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,JUNIO,129265,1292,4319,7192,4413,12961,8080,3712,58742,11898,1545,127,23052,0,266598,2596,2,0
Culiacán,PUENTE NACIONAL,2022,JUNIO,235054,2776,6093,1610,246,7868,3588,610,6817,1676,3,1,507,0,266849,2716,0,0
Sinaloa,PUENTE NACIONAL,2022,JUNIO,244613,1789,11612,7203,2673,16190,8963,3400,60374,7597,1090,114,16891,0,382509,3891,18,0
Pánuco,PUENTE NACIONAL,2022,JUNIO,127526,7149,8124,1797,18,4383,1787,270,2672,1695,47,14,1739,0,157221,890,74,0
Alvarado,PUENTE NACIONAL,2022,JUNIO,110286,10448,6569,2246,85,4196,3027,207,2732,1228,11,1,372,0,141408,805,0,0
Papaloapan,PUENTE NACIONAL,2022,JUNIO,43200,10352,2651,1252,34,3945,3354,146,2214,397,10,4,577,0,68136,713,11,0
Caracol,PUENTE NACIONAL,2022,JUNIO,137920,21075,10131,3960,8,6192,3097,374,5090,873,67,98,10032,0,198917,567,9,0
Nautla,PUENTE NACIONAL,2022,JUNIO,66457,4133,3721,1249,526,4623,3367,447,7295,1555,59,20,2044,0,95496,992,0,0
Grijalva,PUENTE NACIONAL,2022,JUNIO,368781,16213,11524,6446,481,13574,5352,1577,20045,8220,407,68,12896,0,465584,2971,101,0
Usumacinta,PUENTE NACIONAL,2022,JUNIO,84143,10278,3126,2416,80,5515,5140,720,14040,3213,384,41,9744,0,138840,1184,105,0
Cadereyta,PUENTE NACIONAL,2022,JUNIO,121470,3067,207,773,2,9939,3052,812,10366,3225,224,206,6084,0,159427,775,38,0
La Piedad,PUENTE NACIONAL,2022,JUNIO,66698,1504,3513,2124,1028,8468,6331,822,14549,2289,43,12,549,0,107930,528,0,0
Tecolutla,PUENTE NACIONAL,2022,JUNIO,83927,12838,4356,1286,516,4549,2768,331,7062,1688,38,17,1744,0,121120,550,0,0
San Juan,PUENTE NACIONAL,2022,JUNIO,55957,166,603,487,128,3502,1067,277,5513,980,60,105,9857,0,78702,1241,1154,0
Tampico,PUENTE NACIONAL,2022,JUNIO,234494,2737,6937,2757,1307,5737,1837,249,1222,319,23,3,1067,0,258689,936,0,0
Tlacotalpan,PUENTE NACIONAL,2022,JUNIO,35342,4596,1076,457,13,893,387,35,219,38,0,1,26,0,43083,484,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,JUNIO,192486,4608,6054,12590,1324,22097,13696,3972,84143,15067,1289,562,43510,0,401398,1715,55,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,JUNIO,15832,1451,97,2,0,541,126,10,48,96,0,0,8,0,18211,34,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,JUNIO,2097,29,49,20,0,125,125,19,111,43,0,0,64,0,2682,37,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,JUNIO,95218,250,0,0,0,69,1,2,0,0,0,0,0,0,95540,136,0,95468
Camargo,PÚENTE INTERNACIONAL,2022,JUNIO,26467,48,1,4,0,110,64,5,1743,28,12,4,2347,0,30833,310,0,2093
Miguel Alemán,PÚENTE INTERNACIONAL,2022,JUNIO,45679,35,4,71,2,82,65,50,2743,11,0,0,0,0,48742,291,0,12177
Reynosa,PÚENTE INTERNACIONAL,2022,JUNIO,117297,294,317,531,142,70,10,7,0,0,0,0,0,0,118668,346,0,126427
   Línea Express,PÚENTE INTERNACIONAL,2022,JUNIO,62796,0,0,0,0,0,0,0,0,0,0,0,0,0,62796,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,JUNIO,42293,31,0,1,0,53,162,22,717,469,37,6,1375,0,45166,100,68,84249
Ojinaga,PÚENTE INTERNACIONAL,2022,JUNIO,50501,33,16,90,1,674,126,198,590,26,38,29,19,0,52341,1128,0,5484
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,JUNIO,5640,32081,53,131,0,14,1,0,0,0,0,0,0,7862,45782,7,0,33690
Piedras Negras,PÚENTE INTERNACIONAL,2022,JUNIO,100037,191,0,0,1,191,0,1,0,0,0,0,0,0,100421,194,0,27993
Acuña,PÚENTE INTERNACIONAL,2022,JUNIO,118123,449,0,668,0,1616,274,172,4006,44,40,0,0,0,125392,860,0,7224
Laredo,PÚENTE INTERNACIONAL,2022,JUNIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182831
   Línea Express,PÚENTE INTERNACIONAL,2022,JUNIO,99675,0,0,0,0,0,0,0,0,0,0,0,0,0,99675,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,JUNIO,228932,1622,35,1829,742,268,12,58,2,0,0,0,1,0,233501,1512,1,0
Suchiate II,PÚENTE INTERNACIONAL,2022,JUNIO,1020,1,100,2,0,923,937,71,10988,1944,20,3,51,0,16060,26,339,0
Chapalilla - Compostela ,CAMINO,2022,JULIO,187126,2349,10817,4539,1346,6034,3697,599,7671,3449,55,4,862,0,228548,1003,0,0
Cuauhtemoc-Osiris ,CAMINO,2022,JULIO,153990,635,5096,7958,4502,13570,9947,3286,58234,11879,1525,127,24558,0,295307,2778,0,0
Culiacán,PUENTE NACIONAL,2022,JULIO,247466,3011,6485,1548,272,7448,3202,562,6596,1611,4,4,565,0,278774,2547,0,0
Sinaloa,PUENTE NACIONAL,2022,JULIO,278453,2278,12201,7850,2991,16097,7776,3649,58895,7467,1028,94,16834,0,415613,3939,9,0
Pánuco,PUENTE NACIONAL,2022,JULIO,136869,7837,8225,1852,9,4334,1331,235,2650,1888,17,6,1034,0,166287,977,7,0
Alvarado,PUENTE NACIONAL,2022,JULIO,123981,11081,7273,2472,161,4417,2759,224,2856,1117,3,0,253,0,156597,845,3,0
Papaloapan,PUENTE NACIONAL,2022,JULIO,46110,10632,2762,1183,3,3925,3003,113,1996,328,6,7,474,0,70542,523,16,0
Caracol,PUENTE NACIONAL,2022,JULIO,141619,21866,10386,4254,0,6184,2669,518,5286,889,37,108,10554,0,204370,496,13,0
Nautla,PUENTE NACIONAL,2022,JULIO,73782,4673,4025,1263,453,4704,3180,487,6828,1554,41,9,2142,0,103141,999,1,0
Grijalva,PUENTE NACIONAL,2022,JULIO,389455,17721,12236,6409,547,13739,5578,1493,19734,8857,474,101,13355,0,489699,3076,10,0
Usumacinta,PUENTE NACIONAL,2022,JULIO,95775,11429,3953,2675,92,5619,4695,716,14068,3494,406,69,10240,0,153231,1278,18,0
